line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office_source,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,customs_office,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
3,Local,1769,Flandre,Hollande,Hollande,Imports,Marchandises,marchandises,2205384,,,unité manquante,,1769,Flandre,Dunkerque,,,0,sources/Local/IIHS-137_Dunkerque_Imports_1769.csv,IIHS-137,3,,,,,Guillaume Daudin,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,40,divers,9b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,2990,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers incertains,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,0,0,2205384,0,0,
4,Local,1769,Flandre,Nord,Nord,Imports,Marchandises,marchandises,66633,,,unité manquante,,1769,Flandre,Dunkerque,,,0,sources/Local/IIHS-137_Dunkerque_Imports_1769.csv,IIHS-137,3,,,,,Guillaume Daudin,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Nord,Nord,Nord,Nord,Nord,Not Outre-mers,40,divers,9b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,2990,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers incertains,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,0,0,66633,0,0,
5252,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Cacao,cacao,1019,2040,Livres,livres,.4995098039215686,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,1019,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,2155,cacao,0b,x,,0,Hors Canada,,0,not a medical product,1752,Cacao,Pas grain (0),not raw cotton,cocoa,Not coffee,Sans lien avec la porcelaine,out,Cacao et chocolat,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,998.58002,,0,0,0,0,1,0,1019,1,0,0
5253,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Caffé,café,2822314,2755215,Livres,livres,1.024353453360264,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,2822314,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,1009,café,0b,x,,0,Hors Canada,,0,not a medical product,1355,Café,Pas grain (0),not raw cotton,coffee,coffee,Sans lien avec la porcelaine,out,Café,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,1348677.8,,0,0,0,0,1,0,2822314,1,0,0
5254,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Canefice,canefice,3442,4050,Livres,livres,.8498765432098765,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,3442,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,503,canefice,2,x,,0,Hors Canada,Indes,0,narrow medical product,482,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Drogues médicinales diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Drogues médicinales,Manufactures,Produits manufacturés,Peut-être réexportation,livres,1,kg,.4895,0,1982.475,,0,0,0,0,1,0,3442,1,0,0
5255,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Coton ; en laine,coton en laine,1238460,619230,Livres,livres,2,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,1238460,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,589,coton,2,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,587,Coton,Pas grain (0),raw cotton,raw cotton,Not coffee,Sans lien avec la porcelaine,out,Coton non transformé,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Réexportation,livres,1,kg,.4895,0,303113.09,,0,0,0,0,1,0,1238460,1,0,0
5256,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Indigo,indigo,138474,15386,Livres,livres,9,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,138474,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,3234,indigo,5,x,,0,Hors Canada,,0,not a medical product,2648,Indigo,Pas grain (0),not raw cotton,indigo,Not coffee,Sans lien avec la porcelaine,out,Indigo,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Matières premières,Non-agricultural primary goods,Produits primaires,Réexportation,livres,1,kg,.4895,0,7531.4468,,0,0,0,0,1,0,138474,1,0,0
5257,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Sucre ; brut,sucre brut,1100481,3144232,Livres,livres,.3499999363914622,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,1100481,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,543,sucre brut,0b,x,,0,Hors Canada,antilles,0,not a medical product,1167,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,1539101.6,,0,0,0,0,1,0,1100481,1,0,0
5258,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Sucre ; terré,sucre terré,185647,337540,Livres,livres,.55,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,185647,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,473,sucre terré,0b,x,,0,Hors Canada,,0,not a medical product,947,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,165225.83,,0,0,0,0,1,0,185647,1,0,-2.9103830e-11
5259,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Sucre ; tête,sucre têtes,357038,892595,Livres,livres,.4,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,357038,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,19,sucre têtes,0b,x,,0,Hors Canada,,0,not a medical product,288,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,436925.25,,0,0,0,0,1,0,357038,1,0,0
5260,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Bois ; d'acajou,bois d'acajou,4816,,,unité manquante,,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,4816,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,76,bois d'acajou,2,x,,0,Hors Canada,tropiques,0,not a medical product,197,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,0,1,0,4816,0,0,
5261,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Bois ; de campêche,bois de Campêche,19027,190275,Livres,livres,.099997372224412,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,19027,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,185,bois de Campêche,2,x,,0,Hors Canada,amérique du sud,0,not a medical product,910,Bois ; de teinture,Pas grain (0),not raw cotton,logwood,Not coffee,Sans lien avec la porcelaine,out,Matières brutes et transformées pour teinture,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,livres,1,kg,.4895,0,93139.609,,0,0,0,0,1,0,19027,1,0,0
5262,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Bois ; de couleur,bois de couleur,1410,14100,Livres,livres,.1,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,1410,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,26,bois de couleur,2,x,,0,Hors Canada,,0,not a medical product,27,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,6901.9502,,0,0,0,0,1,0,1410,1,0,0
5263,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Bois ; de gayac,bois de gaïac,7044,46961,Livres,livres,.1499968058601819,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,7044,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,142,bois de gaïac,6b,,,0,Hors Canada,,0,narrow medical product,304,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,22987.41,,0,0,0,0,1,0,7044,1,0,0
5264,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Bois ; divers,bois divers,295,,,unité manquante,,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,295,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,65,bois,2,x,,0,Peut-être Canada,,0,not a medical product,783,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,0,1,0,295,0,0,
5265,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Confitures,confitures,172,172,Livres,livres,1,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,172,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,1949,confitures,0a,x,,0,Hors Canada,,0,not a medical product,1557,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Peut-être réexportation,livres,1,kg,.4895,0,84.194,,0,0,0,0,1,0,172,1,0,0
5266,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Cuirs ; en poil,cuirs en poil,15832,1979,Nombres,nombre,8,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,15832,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,52,cuirs en poil,6a,x,,0,Hors Canada,,0,not a medical product,409,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,nombre,1,nombre,1,0,1979,,0,0,0,0,1,0,15832,1,0,0
5267,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Liqueurs,liqueurs,238,,,unité manquante,,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,238,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,1713,liqueurs,1,x,,0,Hors Canada,,0,not a medical product,1621,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,0,1,0,238,0,0,
5268,National toutes directions partenaires manquants,1788,Flandre,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Sirop ; fin,sirop fin,600,600,Livres,livres,1,1788,Flandre,Dunkerque,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,104,600,,,,Paul Chagnaud,,,,,,,,,,,Flandre,Flandre,Flandre,Dunkerque,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,19,sirop fin,0a,x,,0,Peut-être Canada,,0,not a medical product,31,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sirop et mélasse,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,293.70001,,0,0,0,0,1,0,600,1,0,0
